Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
TENE5,0.50,-0.00,-0.00,0.000,0.00,0.004,-0.15,-0.05,-0.00,-0.37,-0.59,0.00,0.00,0.00,-8.49,14.46,0.00,-108962000.00,-0.00,0.00
CGOS4,16.00,-0.00,0.00,0.000,0.00,0.000,-0.00,-0.16,-0.00,-313.85,-313.85,-0.20,-10.48,0.54,-0.08,-39.02,0.00,453387000.00,2.48,8.97
OSAO4,8.98,-0.00,-0.00,0.000,0.00,0.000,-0.00,-0.03,-0.00,-75.66,6.09,-0.45,-13.45,0.35,-0.66,26.30,0.00,-449863000.00,-0.69,26.48
CBMA3,0.01,-0.00,-0.00,2.521,0.00,0.007,-0.67,4.07,-0.00,70422.40,5763.70,61.92,-681618.00,0.66,0.18,13.57,0.00,-19901600000.00,-0.89,-6.63
CBMA4,0.01,-0.00,-0.00,2.521,0.00,0.007,-0.67,4.07,-0.00,70422.40,5763.70,61.92,-681618.00,0.66,0.18,13.57,0.00,-19901600000.00,-0.89,-6.63
ESTC4,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,6.36,3.05,14.06,0.38,1.74,8.05,0.47,0.00,3100240000.00,1.72,7.83
MMAQ3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,14.67,10.77,1.50,5.30,1.49,2.63,18.77,0.00,237289000.00,0.97,30.77
RSID3,4.95,0.00,-0.09,0.000,0.00,0.148,-0.09,0.00,-0.07,0.00,0.00,0.00,0.00,0.25,0.00,0.00,301266.00,-1156950000.00,-0.53,-22.33
EQMA6B,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3611850000.00,0.00,9.56
SEBB4,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-0.23,-0.23,9.24,7.40,2.44,24.15,23.01,0.00,145783000.00,0.01,50.04
BERG3,33.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-10.49,-10.49,-8.60,-32.60,0.46,-5.58,-102.71,0.00,9538000.00,2.86,-8.00
SLCP3,610.02,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DAYC3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.33,0.00,3009030000.00,0.00,8.15
INHA3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-25.61,-57.52,-4.70,-9.51,2.10,-1.18,-6.58,0.00,1782470000.00,1.07,16.96
BRBI11,14.44,0.00,0.00,0.000,4.16,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,998003.00,0.00,0.00,0.00
DUFB11,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MLPA3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-2.08,-2.08,6.66,8.92,0.00,0.00,45.13,0.00,44578000.00,0.00,-7.51
CLSC6,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3055370000.00,0.00,8.40
VGOR3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,6.77,6.77,4.50,-4.59,1.04,6.00,-24.29,0.00,135178000.00,1.89,4.77
SGEN3,5.00,0.00,0.77,593.760,0.00,0.493,-8.34,-31.73,-2.01,-32.42,-32.42,-1871.17,0.00,0.65,-1.59,0.00,0.00,156981000.00,0.02,-59.85
CCHI3,0.02,0.00,-0.01,0.000,0.00,0.077,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-160477000.00,0.00,20.36
SALM4,5.90,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,1.10,1.10,10.22,4.13,1.31,25.78,19.53,0.00,475600000.00,0.80,24.53
GALO3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-0.00,-0.00,13.98,-184.58,0.00,39.37,7.62,0.00,-60607000.00,0.00,-28.97
ODER3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,468363000.00,0.00,22.40
ECIS3,211.65,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,1.53,1.53,34.90,14.18,1.38,12.48,7.33,0.00,129346000.00,0.38,4.66
TNEP3,3.01,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-1.09,-1.09,20.92,25.42,2.39,20.53,22.80,0.00,955105000.00,0.06,8.15
VNET3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11181500000.00,0.00,-15.66
SASG3,0.98,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SFSA3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,739524000.00,0.00,0.15
BMEF3,11.00,0.00,4.16,0.000,0.00,3.482,10.24,0.00,11.30,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,2674780000.00,0.00,0.00
JFAB4,0.06,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-112.33,-112.33,0.00,0.00,0.00,0.00,2.34,0.00,-10183000.00,0.00,0.00
AGEI3,7.80,0.00,1.25,0.000,0.00,0.470,1.39,0.00,-12.59,0.00,0.00,0.00,0.00,2.45,0.00,0.00,0.00,1878210000.00,1.01,0.00
CMMA4,0.81,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,-1.92,0.00,-79623000.00,0.00,0.00
CZRS3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.34,0.00,1145670000.00,0.00,14.44
PTIP3,22.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,3.62,3.62,13.73,7.55,0.70,23.13,-121.74,0.00,-155957000.00,-9.02,62.11
REPA4,1.08,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,4.54,4.54,5.18,1.22,1.99,4.05,1.91,0.00,378378000.00,0.42,1.09
MSAN3,6.44,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.21,0.21,6.27,2.42,1.18,11.78,11.81,0.00,2533030000.00,0.39,101.35
VVAX4,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-4.44,-4.44,-7.36,-37.76,2.19,-6.52,-92.03,0.00,144676000.00,1.55,0.00
CSPC3,1.24,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,1.43,1.43,38.62,18.85,1.43,29.18,45.33,0.00,2126670000.00,1.48,41.15
JBDU3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56569000.00,0.00,0.00
VSPT3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1913840000.00,0.00,8.48
BPAT33,20.00,0.00,0.82,0.000,35.72,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,876492000.00,0.00,0.00
ARPS3,0.30,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-14.08,-14.08,-4.92,-11.59,0.91,-6.64,20.34,0.00,-12690000.00,-1.24,-17.53
PRBC3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.58,0.00,1237500000.00,0.00,-1.93
SGEN4,0.60,0.00,0.09,71.251,0.00,0.059,-1.00,-3.81,-0.24,-4.50,-4.50,-1871.17,0.00,0.65,-1.59,0.00,0.00,156981000.00,0.02,-59.85
ICPI3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ILLS4,100.01,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.73,0.73,8.43,-10.22,0.50,8.14,36.09,0.00,-18567000.00,-0.22,9.33
LATS3,22.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,1.27,1.27,11.74,1.30,1.67,11.63,1.84,0.00,680646000.00,0.39,15.37
CCHI4,0.02,0.00,-0.01,0.000,0.00,0.077,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-160477000.00,0.00,20.36
EQMA5B,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3611850000.00,0.00,9.56
GALO4,0.25,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-0.00,-0.00,13.98,-184.58,0.00,39.37,7.62,0.00,-60607000.00,0.00,-28.97
SEBB3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-0.23,-0.23,9.24,7.40,2.44,24.15,23.01,0.00,145783000.00,0.01,50.04
PINE3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,0.00,895756000.00,0.00,60.47
ECIS4,145.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,1.53,1.53,34.90,14.18,1.38,12.48,7.33,0.00,129346000.00,0.38,4.66
TNEP4,3.95,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-1.09,-1.09,20.92,25.42,2.39,20.53,22.80,0.00,955105000.00,0.06,8.15
LAND3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,785934000.00,0.00,-8.88
SALM3,5.70,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,1.10,1.10,10.22,4.13,1.31,25.78,19.53,0.00,475600000.00,0.80,24.53
BPNM3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.74,0.00,7811560000.00,0.00,18.16
LECO3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-3.00,-3.00,-2.14,-4.72,0.82,-3.48,-14.82,0.00,105928000.00,0.20,3.58
PTIP4,25.15,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,3.62,3.62,13.73,7.55,0.70,23.13,-121.74,0.00,-155957000.00,-9.02,62.11
ALBA3,2.15,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-1.27,-1.27,9.50,9.62,1.83,20.40,19.77,0.00,354860000.00,0.03,14.69
MSAN4,6.44,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.21,0.21,6.27,2.42,1.18,11.78,11.81,0.00,2533030000.00,0.39,101.35
BBTG13,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.33,0.00,9000.00,0.00,0.00
CSPC4,1.20,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,1.43,1.43,38.62,18.85,1.43,29.18,45.33,0.00,2126670000.00,1.48,41.15
BOVH3,15.71,0.00,6.16,0.000,0.00,4.874,6.90,0.00,6.91,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,1843320000.00,0.00,0.00
BSGR3,1091.28,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ABCB3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.22,0.00,5303110000.00,0.00,43.41
VSPT4,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1913840000.00,0.00,8.48
REPA3,1.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,4.54,4.54,5.18,1.22,1.99,4.05,1.91,0.00,378378000.00,0.42,1.09
ARPS4,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-14.08,-14.08,-4.92,-11.59,0.91,-6.64,20.34,0.00,-12690000.00,-1.24,-17.53
BBTG11,15.01,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VVAX3,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,-4.44,-4.44,-7.36,-37.76,2.19,-6.52,-92.03,0.00,144676000.00,1.55,0.00
ENER5,6.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,-0.00,2.51,2.22,26.33,13.65,1.36,21.72,57.75,0.00,964263000.00,3.22,14.33
ENER3,10.50,0.00,0.00,0.000,0.00,0.000,0.00,0.00,-0.00,2.51,2.22,26.33,13.65,1.36,21.72,57.75,0.00,964263000.00,3.22,14.33
ENER6,12.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,-0.00,2.51,2.22,26.33,13.65,1.36,21.72,57.75,0.00,964263000.00,3.22,14.33
MNDL4,0.38,0.00,0.01,0.001,0.00,0.001,-0.01,0.01,-0.00,3.80,3.26,11.90,113.39,0.73,7.82,559.48,0.00,160188000.00,2.26,15.39
TEFC11,35.50,0.00,0.00,0.000,0.00,0.000,-0.00,0.00,-0.00,3.45,3.45,23.54,14.18,0.61,14.85,46.72,0.00,45856000000.00,2.95,12.91
CAFE4,0.50,0.00,-0.00,0.071,0.00,0.004,-0.00,-0.13,-0.00,-45.27,-53.49,-53.07,2163.80,0.02,-2.81,-64.17,0.00,-377387000.00,-0.98,-11.30
MLPA12,40.00,0.01,0.00,0.001,0.00,0.002,0.00,0.01,0.00,-2.06,-2.06,6.66,8.92,0.00,0.00,45.13,0.00,44578000.00,0.00,-7.51
MLPA4,45.00,0.01,0.00,0.001,0.00,0.003,0.00,0.01,0.00,-2.06,-2.06,6.66,8.92,0.00,0.00,45.13,0.00,44578000.00,0.00,-7.51
HETA4,5.65,0.01,-0.01,0.895,0.00,0.208,-10.04,1.00,-0.01,113.90,113.90,89.34,6372.81,0.93,20.85,-58.46,6075.93,-350785000.00,-0.93,37.31
CESP4,16.29,0.02,0.00,0.002,0.00,0.000,0.04,0.00,-0.00,1.21,0.89,51.29,14.02,1.13,8.67,4.28,0.00,7583450000.00,0.27,11.53
CAFE3,2.00,0.02,-0.01,0.283,0.00,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,-53.07,2163.80,0.02,-2.81,-64.17,0.00,-377387000.00,-0.98,-11.30
BSCT3,4.05,0.04,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.05,0.00,212960000.00,0.00,1.92
CORR3,12.00,0.04,0.05,1.010,0.00,0.015,0.03,-0.09,0.13,4.12,4.18,-1124.00,2854.18,3.31,-51.68,128.78,0.00,6095000.00,0.00,-26.50
BPHA3,0.62,0.06,-0.24,-20.054,0.00,0.995,-0.38,0.78,-0.20,1.60,1.43,-2581.69,-33652.50,0.06,401.01,-402.50,0.00,-292294000.00,-0.26,-53.39
IGBR5,18.90,0.06,-0.04,3.248,0.00,0.111,-0.11,-0.40,-0.03,-4.55,-4.76,-817.12,5379.32,0.33,-57.99,-60.10,0.00,-650957000.00,-0.54,13.97
IGBR6,19.00,0.06,-0.04,3.266,0.00,0.112,-0.11,-0.40,-0.03,-4.55,-4.76,-817.12,5379.32,0.33,-57.99,-60.10,0.00,-650957000.00,-0.54,13.97
SULT4,0.43,0.07,0.01,0.031,0.00,0.003,-0.01,0.41,-0.00,0.42,0.40,7.46,47.99,0.24,0.67,19.77,0.00,420452000.00,0.00,16.00
SULT3,0.56,0.08,0.02,0.040,0.00,0.004,-0.02,0.53,-0.00,0.55,0.52,7.46,47.99,0.24,0.67,19.77,0.00,420452000.00,0.00,16.00
LREN4,105.00,0.09,0.01,0.008,0.00,0.005,0.02,0.03,0.06,-0.09,-0.07,21.53,8.54,1.75,18.57,11.86,0.00,9665780000.00,0.25,11.24
BRSR4,181.10,0.10,0.01,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,0.00,9471470000.00,0.00,2.91
CREM4,48.00,0.11,0.01,0.002,0.00,0.002,0.02,0.03,-0.02,3.55,2.09,8.05,2.10,1.29,11.36,7.50,0.00,189701000.00,1.58,-0.27
PALF11,125.00,0.12,0.06,0.007,0.00,0.005,0.07,0.04,-0.01,2.54,2.25,19.72,6.07,1.33,17.23,54.22,0.00,1696300000.00,5.48,12.19
TPRC6,105.00,0.13,0.01,0.015,0.00,0.006,0.12,0.08,-0.03,0.00,0.00,19.44,11.11,1.34,9.67,8.33,0.00,22847800000.00,0.14,2.29
TPRC3,113.50,0.14,0.01,0.016,0.00,0.007,0.13,0.08,-0.03,0.01,0.00,19.44,11.11,1.34,9.67,8.33,0.00,22847800000.00,0.14,2.29
HOOT4,2.50,0.15,-0.24,0.379,0.00,0.089,-0.15,2.10,-0.07,1.48,1.04,18.07,251.84,0.15,4.49,-156.24,93239.90,-195447000.00,-0.01,7.90
MNDL3,56.05,0.16,0.87,0.176,0.00,0.108,-0.83,1.48,-0.20,5.27,4.52,11.90,113.39,0.73,7.82,559.48,49135.60,160188000.00,2.26,15.39
MMAQ4,200.06,0.20,0.04,0.011,0.00,0.016,0.06,0.72,0.06,15.39,11.29,1.50,5.30,1.49,2.63,18.77,0.00,237289000.00,0.97,30.77
PALF5,236.60,0.23,0.12,0.014,0.00,0.010,0.12,0.07,-0.02,2.57,2.28,19.72,6.07,1.33,17.23,54.22,0.00,1696300000.00,5.48,12.19
HETA3,96.00,0.24,-0.14,15.214,0.00,3.539,-170.59,17.03,-0.14,129.93,129.93,89.34,6372.81,0.93,20.85,-58.46,0.00,-350785000.00,-0.93,37.31
CORR4,82.00,0.24,0.31,6.904,0.00,0.100,0.18,-0.61,0.92,3.59,3.64,-1124.00,2854.18,3.31,-51.68,128.78,0.00,6095000.00,0.00,-26.50
BDLL4,10.35,0.25,-0.13,0.525,0.00,0.025,2.77,-0.37,-0.03,-3.99,-4.25,-143.36,210.54,1.02,-7.16,-53.69,1865.67,-123707000.00,-1.37,-22.34
SLED4,2.77,0.25,-0.07,0.311,0.00,0.271,-0.20,-0.37,-0.06,-1.31,-1.65,-83.17,124.36,0.15,-180.43,-29.31,830491.00,-363725000.00,-0.19,-50.56
PALF3,279.90,0.27,0.15,0.016,0.00,0.012,0.15,0.08,-0.02,2.59,2.29,19.72,6.07,1.33,17.23,54.22,0.00,1696300000.00,5.48,12.19
BDLL3,11.47,0.28,-0.15,0.582,0.00,0.028,3.07,-0.41,-0.04,-4.03,-4.29,-143.36,210.54,1.02,-7.16,-53.69,344.72,-123707000.00,-1.37,-22.34
ASSM4,6.10,0.29,-0.15,-8.357,0.00,0.133,-0.20,0.40,-0.08,1.88,1.88,-2084.39,-2915.61,0.21,35.38,-50.73,0.00,-9943000.00,-0.56,-8.79
GAZO4,2.32,0.31,-0.03,-1.411,0.00,0.205,-0.46,0.86,-0.03,1.03,1.03,-164.00,-454.48,0.35,25.06,-10.61,0.00,-102667000.00,-0.01,-28.21
ASSM3,7.12,0.33,-0.17,-9.754,0.00,0.155,-0.23,0.47,-0.09,1.95,1.95,-2084.39,-2915.61,0.21,35.38,-50.73,0.00,-9943000.00,-0.56,-8.79
BELG4,1370.00,0.36,0.07,0.062,0.00,0.044,0.29,0.23,2.59,0.40,0.40,27.70,19.46,1.97,22.04,18.59,0.00,13495400000.00,0.17,48.47
BELG3,1375.50,0.36,0.07,0.063,0.00,0.044,0.29,0.23,2.60,0.41,0.41,27.70,19.46,1.97,22.04,18.59,0.00,13495400000.00,0.17,48.47
SUZA4,13.90,0.37,0.26,0.048,0.00,0.018,0.11,0.12,-0.04,2.88,2.12,41.76,46.94,2.57,18.93,69.05,0.00,9355540000.00,7.97,38.37
AGEN33,0.16,0.39,-0.03,0.000,0.00,0.066,-0.17,0.11,-0.02,3.73,3.61,0.00,0.00,0.09,87.67,-8.85,0.00,-1112630000.00,-1.11,-87.03
TRPN3,0.71,0.44,0.54,0.263,104.74,0.399,0.59,0.36,0.59,-0.35,-0.35,72.28,59.29,3.61,523.01,122.35,0.00,59358000.00,0.00,5.77
GAZO3,3.40,0.45,-0.05,-2.068,0.00,0.301,-0.67,1.26,-0.04,1.43,1.43,-164.00,-454.48,0.35,25.06,-10.61,0.00,-102667000.00,-0.01,-28.21
RNEW11,4.71,0.49,0.44,1.625,0.00,0.142,-1.35,-21.89,-0.22,-75.85,23.51,-7.42,331.34,0.21,-0.67,88.97,58829.30,897819000.00,1.11,-10.30
FCAP3,0.62,0.52,0.11,0.000,0.00,0.089,0.00,-6.18,0.00,-15.27,-15.27,0.00,0.00,0.00,0.00,21.83,0.00,107134000.00,0.00,0.00
RNEW3,1.66,0.52,0.46,1.718,0.00,0.150,-1.43,-23.15,-0.23,-77.10,23.90,-7.42,331.34,0.21,-0.67,88.97,229628.00,897819000.00,1.11,-10.30
RNEW4,1.77,0.55,0.49,1.832,0.00,0.160,-1.52,-24.68,-0.25,-78.64,24.37,-7.42,331.34,0.21,-0.67,88.97,228626.00,897819000.00,1.11,-10.30
MGEL4,17.98,0.56,7.44,0.105,0.00,0.127,0.48,1.11,-0.26,7.48,6.16,9.46,18.67,2.22,14.07,1325.65,29066.70,13971000.00,49.55,20.79
IGBR3,175.99,0.56,-0.34,30.247,0.00,1.035,-0.99,-3.70,-0.29,-7.85,-8.21,-817.12,5379.32,0.33,-57.99,-60.10,127738.00,-650957000.00,-0.54,13.97
SLED3,6.34,0.57,-0.17,0.713,0.00,0.620,-0.45,-0.86,-0.14,-1.80,-2.25,-83.17,124.36,0.15,-180.43,-29.31,51606.90,-363725000.00,-0.19,-50.56
FCAP4,0.70,0.58,0.13,0.000,0.00,0.100,0.00,-6.98,0.00,-16.07,-16.07,0.00,0.00,0.00,0.00,21.83,0.00,107134000.00,0.00,0.00
MWET4,11.00,0.74,-2.70,0.077,0.00,0.081,-4.28,3.71,-0.13,15.10,8.89,2.07,10.38,0.96,2.44,-366.33,20522.60,-8376000.00,-8.35,16.18
MGEL3,25.00,0.78,10.35,0.146,0.00,0.177,0.66,1.54,-0.35,7.91,6.52,9.46,18.67,2.22,14.07,1325.65,0.00,13971000.00,49.55,20.79
EPAR4,3.30,0.80,0.40,0.044,0.00,0.167,0.62,0.75,1.17,1.23,1.22,5.82,5.47,1.59,30.41,50.55,0.00,121844000.00,0.64,35.14
TARP11,18.02,0.82,0.25,26.009,0.00,0.245,0.00,197.74,0.00,195.29,195.29,13.15,3170.05,0.00,0.00,29.89,0.00,678212000.00,0.00,-71.36
MWET3,13.28,0.89,-3.26,0.093,0.00,0.098,-5.17,4.47,-0.16,15.87,9.34,2.07,10.38,0.96,2.44,-366.33,61.77,-8376000.00,-8.35,16.18
CPFG4,12.26,1.05,0.51,0.446,0.00,0.126,-2.71,0.75,-0.33,1.22,0.97,59.74,58.71,0.74,18.38,48.94,0.00,4345330000.00,0.62,14.45
CPFG3,12.65,1.08,0.53,0.460,0.00,0.130,-2.79,0.77,-0.34,1.24,0.98,59.74,58.71,0.74,18.38,48.94,0.00,4345330000.00,0.62,14.45
BNBR4,27.01,1.11,0.25,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.21,0.00,9496300000.00,0.00,22.44
TSPP4,9.05,1.24,0.37,0.188,0.00,0.162,-4.02,0.85,-0.65,1.30,1.30,22.01,15.20,0.89,23.92,29.88,0.00,9816290000.00,0.35,13.06
SUZB6,17.88,1.29,0.62,0.461,0.00,0.175,1.05,1.09,-0.40,3.65,2.72,42.30,35.69,2.47,19.44,47.95,0.00,38192400000.00,1.90,31.55
MRFG3,7.27,1.40,1.02,0.034,22.93,0.036,0.46,1.21,-0.08,12.33,4.50,2.83,0.50,1.28,4.19,72.53,73436900.00,4720100000.00,13.47,38.00
EBEN4,17.51,1.46,0.63,0.118,0.00,0.103,-19.58,0.65,-0.18,3.17,2.75,18.21,8.10,0.98,18.67,42.92,0.00,1093540000.00,2.87,10.46
SUZB5,21.13,1.53,0.73,0.545,0.00,0.207,1.24,1.29,-0.47,3.85,2.87,42.30,35.69,2.47,19.44,47.95,0.00,38192400000.00,1.90,31.55
MNPR4,4.63,1.53,-0.10,0.086,0.00,0.107,-0.09,0.49,-0.07,0.49,0.44,17.68,5.62,0.31,23.41,-6.57,0.00,-327243000.00,-0.00,16.59
TSPP3,12.60,1.72,0.51,0.262,0.00,0.225,-5.59,1.19,-0.91,1.63,1.63,22.01,15.20,0.89,23.92,29.88,0.00,9816290000.00,0.35,13.06
VALE5,33.36,1.84,0.80,0.709,0.00,0.340,19.46,1.78,-0.87,2.27,1.90,39.90,38.81,1.12,21.42,43.44,0.00,189678000000.00,0.35,16.37
ESCE3,172.00,1.88,0.66,0.202,0.00,0.165,-1.60,0.92,-0.30,2.96,2.57,22.01,10.77,0.66,19.87,35.33,0.00,1525210000.00,1.54,10.88
PLIM4,0.59,1.89,0.03,0.020,0.00,0.016,-0.51,0.17,-0.05,1.50,0.65,11.93,1.55,0.80,10.95,1.72,0.00,6812390000.00,0.28,66.63
ELPL4,15.98,1.93,1.12,0.165,0.00,0.105,-6.40,0.91,-0.16,2.63,2.09,18.21,8.58,0.94,13.55,58.18,0.00,2814380000.00,2.73,8.90
PETR4,29.53,2.12,0.96,0.603,50.23,0.394,13.40,1.28,-0.92,1.97,1.57,46.95,28.58,1.22,33.84,45.25,1862780000.00,402084000000.00,0.67,18.61
BRAP3,20.91,2.30,1.11,0.000,12.74,1.025,40.87,-404.23,41.07,-365.73,-365.73,0.00,0.00,1.35,-0.28,48.04,1548310.00,7434840000.00,0.00,0.00
PETR3,33.10,2.37,1.07,0.676,44.82,0.441,15.02,1.44,-1.03,2.12,1.70,46.95,28.58,1.22,33.84,45.25,481674000.00,402084000000.00,0.67,18.61
AHEB5,18.50,2.40,21.82,0.383,0.00,0.437,4.24,1.61,-0.77,1.20,1.12,23.83,15.94,1.34,35.24,908.67,205.86,7244000.00,0.65,43.56
AHEB6,18.51,2.40,21.83,0.383,0.00,0.437,4.24,1.61,-0.77,1.20,1.12,23.83,15.94,1.34,35.24,908.67,91.88,7244000.00,0.65,43.56
BRAP4,22.21,2.44,1.17,0.000,13.19,1.089,43.42,-429.36,43.62,-390.86,-390.86,0.00,0.00,1.35,-0.28,48.04,77777000.00,7434840000.00,0.00,0.00
HAGA4,1.27,2.47,-0.27,0.515,0.00,0.256,0.64,-8.24,-0.23,1.41,5.87,-6.24,20.85,1.90,-9.60,-10.84,64829.80,-56492200.00,-0.37,9.72
CTPC4,6.50,2.48,0.03,0.000,0.00,0.003,0.00,-0.55,0.00,-2.44,-2.44,0.00,0.00,0.00,0.00,1.41,0.00,2411000.00,0.00,-6.10
FIGE3,12.03,2.74,0.19,0.000,0.32,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.99,0.00,148304000.00,0.00,18.98
